CAMPUS,CAMPNAME,CPSAMIFC,CPSAMIFP,CPSATOFC,CPSBTOFC,CPSBTOPC,CPSETOFC,CPSETOFP,CPSHEXPA,CPSHTENA,CPSLEXPA,CPSLTENA,CPSOTOFC,CPSPTOFC,CPSPTOFP,CPSRTOFC,CPSRTOPC,CPSSTOFC,CPSSTOFP,CPSSTOSA,CPST00FC,CPST00FP,CPST00SA,CPST01FC,CPST01FP,CPST01SA,CPST06FC,CPST06FP,CPST06SA,CPST11FC,CPST11FP,CPST11SA,CPST21FC,CPST21FP,CPST21SA,CPST30FC,CPST30FP,CPST30SA,CPSTASFC,CPSTASFP,CPSTBAFC,CPSTBAFP,CPSTBIFC,CPSTBIFP,CPSTBLFC,CPSTBLFP,CPSTCOFC,CPSTCOFP,CPSTEXPA,CPSTFEFC,CPSTFEFP,CPSTGIFC,CPSTGIFP,CPSTHIFC,CPSTHIFP,CPSTINFC,CPSTINFP,CPSTKIDR,CPSTMAFC,CPSTMAFP,CPSTMSFC,CPSTMSFP,CPSTNOFC,CPSTNOFP,CPSTOPFC,CPSTOPFP,CPSTPHFC,CPSTPHFP,CPSTPIFC,CPSTPIFP,CPSTREFC,CPSTREFP,CPSTSPFC,CPSTSPFP,CPSTTENA,CPSTTOFC,CPSTTOFP,CPSTTOSA,CPSTTWFC,CPSTTWFP,CPSTVOFC,CPSTVOFP,CPSTWHFC,CPSTWHFP,CPSUTOFC,CPSUTOFP,CPSUTOSA,DISTNAME
"'003903125","GARRETT PRI",29.3,68.9,42.5,0,0,16.3,38.4,10.5,10.5,3,3,0,26.2,61.6,1,0,3,7.1,76688,1,5,54200,7,35,44085,3,15,50816,8,40,53726,1,5,60353,0,0,.,0,0,14,70,10,50,6,30,0,0,8.9,20,100,0,0,5,25,0,0,17.5,0,0,6,30,0,0,0,0,0,0,0,0,10,50,0,0,6.6,20,47,50270,1,5,0,0,8,40,3.2,7.5,66664,"LUFKIN ISD"
"'003903127","HERTY PRI",19.5,35.3,55.1,0,0,25.1,45.6,5,5,3,3,0,30,54.4,1,0,2,3.6,69016,1,4.2,47103,8,33.3,50091,4,16.7,50161,6,25,57135,5,20.8,62495,0,0,.,0,0,20,83.3,0,0,1,4.2,0,0,11.6,23,95.8,0,0,1,4.2,0,0,10.9,1,4.2,4,16.7,0,0,0,0,0,0,0,0,15.5,64.4,8.5,35.6,8.5,24,43.5,54323,2,8.3,0,0,20,83.3,4,7.3,55392,"LUFKIN ISD"
"'003903128","KURTH PRI",8.8,23.7,37,0,0,14,37.9,3,3,3,3,0,23,62.1,1,0,2,5.4,68450,1,5.7,46420,3.5,19.8,47239,5,28.6,51208,3,17.2,54600,4,22.9,60239,1,5.7,68466,0,0,17.5,100,0,0,2,11.5,0,0,12.3,17.5,100,0,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,16.5,94.3,1,5.7,10.1,17.5,47.1,53787,0,0,0,0,15.5,88.5,3.5,9.6,56318,"LUFKIN ISD"
"'003903129","SLACK EL",23.6,38.8,60.7,1,0,13.3,22,9,9,5,4,0,47.4,78,1,0,3,4.9,77852,1.6,4.1,53263,8,20.5,48315,11,28.1,51655,12,30.7,54206,4.5,11.5,63897,2,5.1,68782,0,0,33.1,84.7,3.8,9.7,1,2.6,0,0,12.4,33,84.4,0,0,13,33.2,0,0,13.3,6.1,15.6,6,15.3,0,0,0,0,0,0,0,0,32,81.9,3.3,8.5,10,39.1,64.4,54105,0,0,0,0,25.1,64.2,5.3,8.7,55473,"LUFKIN ISD"
"'003903130","TROUT PRI",6.5,18,35.8,0,0,9.7,27,3,3,2,2,0,26.1,73,1,0,2,5.6,66909,3,15.5,38912,8.6,44.4,45330,2,10.3,50587,4.8,24.7,56310,1,5.2,60353,0,0,.,0,0,14,72.2,0,0,0,0,0,0,7.1,19.4,100,0,0,1.6,8.2,1,5.2,13,0,0,4.8,24.7,0.6,3.1,0,0,0,0,0,0,16.3,84.2,3.1,15.8,5.7,19.4,54.1,48368,0,0,0,0,16.8,86.6,4.7,13.3,55561,"LUFKIN ISD"
"'003903131","BURLEY PRI",25.1,63.1,39.7,0,0,9.3,23.4,5,5,3,3,0,30.4,76.6,1,0,2,5,64191,5,20.2,51500,5.6,22.7,45412,5,20.2,47499,5.1,20.6,55791,3,12.1,62722,1,4,67959,0,0,21.8,88.3,12.1,49,0,0,0,0,10,24.7,100,0,0,13.9,56.1,0,0,14.9,0,0,2,8.1,0.9,3.6,0,0,0,0,0,0,11.6,46.9,1,4,8.3,24.7,62.3,52219,0,0,0,0,10.9,43.9,3.7,9.2,56693,"LUFKIN ISD"
"'003903201","JUVENILE DETENT CTR",1,100,1,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,.,0,0,.,0,0,.,0,0,.,1,100,56000,0,0,.,0,0,.,0,0,1,100,0,0,1,100,0,0,16,0,0,0,0,0,0,0,0,6,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,16,1,100,56000,0,0,0,0,0,0,0,0,.,"LUFKIN ISD"
"'003904001","HUNTINGTON H S",2,3.7,53.6,0,0,7.3,13.6,12,12,2,2,0,46.3,86.4,1,0,3.1,5.7,149235,2.9,7.6,91306,5.9,15.2,96130,8.1,20.8,105429,10.8,27.8,119854,7.2,18.5,126386,3.9,10.1,126237,0,0,30.1,77.7,0,0,0,0,0,0,15.2,24,61.9,0,0,2,5,0,0,12.9,14.8,38.1,7.7,19.8,1,2.5,1.5,3.8,0,0,0,0,24.8,63.9,3.6,9.3,9.3,38.8,72.4,112938,0,0,8.9,23,36.8,95,4.4,8.3,188668,"HUNTINGTON ISD"
"'003904005","PRIDE ALTER SCH",0,0,3.4,0,0,0,0,1,1,0,0,0,3.4,100,0,0,1,29,141000,0,0,.,1,50,91968,1,50,98098,0,0,.,0,0,.,0,0,.,0,0,2,100,0,0,0,0,2,100,6,1,50,0,0,0,0,0,0,6.6,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,56.8,95033,0,0,0,0,2,100,0.5,14.2,118945,"HUNTINGTON ISD"
"'003904041","HUNTINGTON MIDDLE",2.9,6.8,43.3,0,0,8.1,18.6,8,3,2,2,0,35.3,81.4,1,0,2.1,4.8,133132,2,6.4,86437,7.4,24.1,91371,6.6,21.6,100618,8.8,28.7,115086,5.9,19.3,124112,0,0,.,0,0,26.8,87.1,0,0,0,0,2.1,6.8,10.9,22.7,73.8,0,0,1,3.2,0,0,12.1,8.1,26.2,4,12.9,0,0,0,0,0,0,0,0,22.5,73.3,5.5,17.8,5.6,30.7,70.9,106162,0,0,0.7,2.1,29.7,96.8,2.5,5.7,149453,"HUNTINGTON ISD"
"'003904101","HUNTINGTON EL",1.7,3.3,51.3,0,0,13.3,26,5,5,6,3,0,37.9,74,1,0,2,3.9,141501,2.9,8.5,87480,13.9,40.3,86704,4.9,14.2,99580,6.9,19.9,114597,5.9,17,125701,0,0,.,0,0,29.5,85.8,0,0,0,0,3.9,11.4,9.7,30.3,88.1,0,0,0,0,0,0,14,4.1,11.9,4.9,14.2,0,0,0,0,0,0,0,0,27.5,80,3,8.6,4.9,34.4,67.2,100796,0,0,0,0,34.4,100,1.5,2.9,124756,"HUNTINGTON ISD"
"'003904102","HUNTINGTON INT",2,7.6,25.7,0,0,4.4,17.1,3,3,0,0,0,21.3,82.9,1,0,1,3.9,132000,2,10.9,87068,4.2,23.4,87465,2.9,16.4,103285,5.9,32.8,114028,2.9,16.4,124676,0,0,.,0,0,14.9,83.6,0,0,0,0,1.6,9,10.2,16.5,92.3,0.1,0.7,1,5.5,0,0,12.8,1.4,7.7,2,10.9,1,5.5,0,0,0,0,0,0,13.5,75.2,2.7,15,7.2,17.9,69.5,104854,0,0,0,0,16.9,94.5,2.5,9.6,165092,"HUNTINGTON ISD"
"'003905001","DIBOLL H S",17.9,35.1,50.9,0,1,6.6,13,6,2,6,1,0,44.3,87,1,1,1.6,3.1,94587,2.8,7,54012,9.3,23,52707,9.7,24.1,53170,15.2,37.5,60091,1.4,3.6,76834,1.9,4.8,67872,0,0,28.2,69.8,0,0,1.9,4.8,1.2,3,10.9,19.9,49.3,0,0,9.3,23,0,0,12.9,20.5,50.7,11.2,27.8,1,2.4,2.3,5.7,0,0,0,0,23.8,58.8,1.6,4.1,4.3,40.4,79.4,57275,0,0,11.5,28.4,29.2,72.2,2.3,4.6,61741,"DIBOLL ISD"
"'003905004","STUBBLEFIELD LRN CTR",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DIBOLL ISD"
"'003905041","DIBOLL J H",8.2,18.7,44.2,0,1,4.8,10.9,6,2,7,5.5,0,39.4,89.1,1,0,3,6.8,80805,1.5,4.3,49659,5.3,15.6,52605,7.8,22.8,53966,14.9,43.6,60942,1,2.8,64448,3.7,10.8,68368,0,0,27.8,81.2,0.4,1.1,0,0,2.7,8,13.5,26.4,77.2,0.2,0.6,6.3,18.5,0,0,10.2,7.8,22.8,6.4,18.8,0,0,1.8,5.2,0,0,0,0,27.3,79.7,1.5,4.3,7.7,34.2,77.4,58463,0,0,0.4,1.1,27.9,81.5,2.2,5,62632,"DIBOLL ISD"
"'003905101","H G TEMPLE EL",9.5,25.3,37.5,1,0,5.8,15.5,0,0,7,7,0,31.7,84.5,1,0,1,2.7,68053,1.9,7,55635,4.9,17.6,49824,4.6,16.7,53290,11.4,41.1,59787,3.9,14.1,66265,1,3.5,68386,0,0,22.9,82.8,0.8,2.8,0,0,5.8,21,13,26.9,97.1,0,0,5.8,21.1,0,0,11.3,0.8,2.9,4.8,17.2,0,0,0.3,0.9,0,0,0,0,18.8,67.8,2.1,7.5,7.2,27.7,73.8,57874,0,0,0,0,21.8,78.9,3,8,62095,"DIBOLL ISD"
"'003905102","DIBOLL PRI",6.8,36.8,18.5,0,0,5.8,31.3,3,3,0,0,0,12.7,68.7,1,0,1,5.4,70020,2.9,27.3,51023,2.9,27.3,50497,0,0,.,3.9,36.4,58974,1,9.1,64448,0,0,.,0,0,8.8,81.8,0.6,6.1,1,9.1,8.1,75.8,8.3,10.7,100,0,0,1,9.1,0,0,12.4,0,0,1.9,18.2,0,0,0,0,0,0,0,0,1,9.1,1,9.1,5.5,10.7,57.9,54991,0,0,0,0,8.8,81.8,1,5.4,63022,"DIBOLL ISD"
"'003905103","H G TEMPLE INT",9.7,22.5,43.1,0,1,10.6,24.6,14,14,5,5,0,32.5,75.4,1,0,2,4.6,81272,1.9,7.3,56151,1.8,6.7,49942,5.1,19.1,53903,8.9,33.2,60398,6.1,22.7,66397,2.9,10.9,68457,0,0,22.5,84.2,1.1,4,1.9,7.3,3,11.4,16.9,25.8,96.4,1,3.6,2.9,10.9,0,0,13,1,3.6,4.2,15.8,0,0,1.8,6.8,0,0,0,0,17.8,66.6,2,7.6,12.6,26.7,62.1,60382,0,0,0,0,21.9,81.8,3.7,8.7,64196,"DIBOLL ISD"
"'003906001","ZAVALLA H S",0,0,22.5,0,0,1,4.3,3,3,0,0,0,21.5,95.7,1,0,1.1,4.7,83311,1.9,10,39823,3.9,20,44187,1,5,48731,5.8,29.9,63534,5.9,30.1,63765,1,5,69995,0,0,13.6,69.9,0,0,0,0,1,5,14.6,14.6,75.1,0,0,0,0,0,0,8.2,4.9,24.9,5.9,30.1,0,0,0,0,0,0,0,0,12.6,64.5,3.2,16.3,4.7,19.5,86.5,56954,1,5,2.8,14.2,18.5,95,1,4.4,71068,"ZAVALLA ISD"
"'003906101","ZAVALLA EL",0,0,22.9,0,0,2.9,12.7,2,2,0,0,0,20,87.3,0,0,1,4.4,66500,1.9,11.4,39258,3.9,22.8,46332,0,0,.,5.8,34.2,59095,4.4,25.9,74780,1,5.7,64814,0,0,13.6,79.8,0,0,0,0,2.5,14.4,15.6,16.1,94.3,0,0,0,0,0,0,9.4,1,5.7,3.5,20.2,0,0,0,0,0,0,0,0,10.5,61.6,4.1,24,6.7,17.1,74.6,58317,0,0,0,0,17.1,100,1.9,8.3,32829,"ZAVALLA ISD"
"'003907001","CENTRAL H S",7.4,14.4,51.6,1,0,7.9,15.2,9,2,2,2,0,43.8,84.8,1,0,3,5.8,81233,1,2.9,42500,13.1,37.9,51055,10.8,31.1,60237,7.1,20.4,58488,1.6,4.7,67005,1.1,3,72933,0,0,29.3,84.5,0,0,0,0,0,0,8.6,20.3,58.7,0,0,3.4,9.9,0,0,11.1,14.3,41.3,5.4,15.5,0,0,1.1,3.2,0,0,0,0,22.1,63.7,2.5,7.1,4.2,34.6,67.1,56592,0.8,2.3,9,26,30.4,87.8,6.1,11.8,63407,"CENTRAL ISD"
"'003907004","STUBBLEFIELD LRN CTR",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CENTRAL ISD"
"'003907041","CENTRAL J H",3.4,6.1,55.4,1,0,13.5,24.4,9,7,5,5,0,41.9,75.6,1,0,3.6,6.4,66352,1,3,42500,13.5,39.9,46991,6.6,19.5,54586,7.4,21.7,61065,4.4,13,64745,1,3,65300,0,0,30.2,89.2,0,0,0,0,0,0,10.3,27.7,81.8,0.3,1,0.4,1.3,0,0,13,6.2,18.2,3.6,10.8,0,0,0,0,0,0,0,0,28.8,85.2,2.4,7.1,5.2,33.8,61.1,54241,0.2,0.6,2.3,6.7,33.2,98.1,4.5,8.1,57365,"CENTRAL ISD"
"'003907102","CENTRAL EL",5,8,62.2,1,0,13,20.9,4,4,1,1,0,49.2,79.1,1,0,2,3.2,64100,5,11.3,49020,13.2,29.9,45455,4,9,51084,13,29.4,61687,9,20.4,62698,0,0,.,0,0,39.2,88.7,0.9,2.1,0,0,3.4,7.6,11.2,43,97.3,1.5,3.3,3,6.8,0,0,14.3,1.2,2.7,5,11.3,0,0,0,0,0,0,0,0,33.9,76.6,4.6,10.3,6.4,44.2,71.1,54649,0,0,0,0,41.2,93.2,3,4.8,63693,"CENTRAL ISD"
"'004901001","ROCKPORT-FULTON H S",23.4,26.4,88.6,1,0,12.1,13.6,4,4,3.3,1.3,0,76.5,86.4,4,1,4,4.5,78125,2,3.1,50251,19.6,30.7,53406,7.5,11.7,52730,22,34.6,59325,10.6,16.6,63527,2,3.1,67662,1,1.6,45.3,71.2,0,0,0.4,0.6,0,0,12.5,34.6,54.3,0,0,13,20.5,0,0,14.9,29.1,45.7,14.3,22.5,4,6.3,0,0,0,0,0,0,50.9,80,4.5,7,6.9,63.7,71.8,57409,1,1.6,8.3,13,48.2,75.8,8.9,10,60597,"ARANSAS COUNTY ISD"
"'004901041","ROCKPORT-FULTON MIDDLE",17.4,27.6,63.2,0,0,11.1,17.6,3,1,2.5,1.5,0,52.1,82.4,2,0,3,4.7,76906,4.3,9.6,52603,10.6,23.4,56320,14.5,32.2,53617,7.2,15.9,57445,7.5,16.6,64630,1,2.2,68662,0,0,34.9,77.3,0,0,1.6,3.6,0,0,11,29.4,65.1,0.4,0.8,8.6,19.1,0,0,15.5,15.7,34.9,10.2,22.7,0,0,0,0,0,0,0,0,32.9,72.9,11.8,26.2,4.3,45.1,71.4,56929,0,0,0,0,34.9,77.3,4,6.3,52340,"ARANSAS COUNTY ISD"
"'004901101","FULTON LEARNING CENTER",15,23.6,63.5,1,0,10.9,17.2,0,0,2,2,0,52.6,82.8,1,0,1,1.6,65667,3,6.4,51020,13.9,29.6,50594,6,12.8,55175,10.1,21.4,58979,11,23.4,54194,3,6.4,67995,0,0,39,83,1,2.1,0,0,0,0,12.5,43,91.7,0,0,11,23.4,0,0,14.2,3.9,8.3,8,17,0,0,0,0,0,0,0,0,38.8,82.6,7.2,15.3,7,47,74,54958,0,0,0,0,36,76.6,4.6,7.2,52387,"ARANSAS COUNTY ISD"
"'004901103","LIVE OAK LEARNING CENTER",21.5,27.4,78.4,1,0,20.7,26.4,3,3,1,1,0,57.7,73.6,1,0,1.4,1.8,117919,4,7.7,50297,11,21.1,51055,5,9.6,52980,20.1,38.6,57984,8,15.4,63480,4,7.7,68412,0,0,41.1,78.9,1,1.9,0,0,6.7,12.8,13.5,51.1,98.1,0,0,11,21.1,0,0,14,1,1.9,10,19.2,1,1.9,0,0,0,0,0,0,39.1,75,5.3,10.2,8.9,52.1,66.4,57095,0,0,0,0,41.1,78.9,4.2,5.4,58322,"ARANSAS COUNTY ISD"
"'005901001","ARCHER CITY H S",1,2.7,36.1,0,1,4.8,13.4,6,3,1,1,1,31.2,86.6,1,0,1.9,5.1,89532,3.9,14.5,41680,2,7.3,51022,6.1,22.6,60364,7,25.9,60199,5.2,19.2,63782,2.8,10.4,68092,0,0,20.9,77.7,0,0,0,0,0,0,14.5,14.3,53,0,0,1,3.6,0,0,7.7,12.6,47,5,18.6,0,0,0,0,1,3.7,0,0,19.8,73.8,1.5,5.6,9.2,26.9,74.5,58386,1,3.6,5.5,20.6,25,92.8,2.5,6.9,68147,"ARCHER CITY ISD"
"'005901101","ARCHER CITY EL",1,3,33.6,0,1,10.6,31.6,8,6.5,0,0,0,23,68.4,1,0,1.1,3.3,92345,0,0,.,3.9,19,44782,5.8,28.5,49394,5.7,27.9,59453,4.6,22.5,60952,0.4,2,68044,0,0,19.1,94,0,0,0,0,1.9,9.5,13.9,19.1,94,0,0,0,0,0,0,14,1.2,6,1.2,6,0,0,0,0,0,0,0,0,16,78.7,2.4,11.8,9.7,20.4,60.6,54306,1,4.8,0,0,19.4,95.2,1.5,4.5,61806,"ARCHER CITY ISD"
"'005902001","HOLLIDAY H S",1.5,3.7,39.8,0,0,5.8,14.5,10,7,1,1,0,34,85.5,1,0,2,5,85250,4,12.9,40054,2.9,9.3,43966,4.5,14.6,52434,6.8,22,62737,11.1,35.8,67358,1.7,5.3,78654,0,0,20.3,65.5,0,0,0,0,0,0,15.6,16.9,54.6,0,0,0.5,1.6,0,0,11.3,14.1,45.4,10.7,34.5,0,0,0,0,0,0,0,0,21.3,68.7,3.4,10.9,7.8,31,78,59060,0.4,1.2,6.3,20.3,30.2,97.2,1,2.5,71724,"HOLLIDAY ISD"
"'005902041","HOLLIDAY MIDDLE",2.5,9.3,26.5,0,0,4.8,18.3,18,18,0,0,0,21.6,81.7,1,0,1,3.8,90200,1.2,6.1,38207,3.1,15.8,38695,1.5,7.4,51165,6.2,31.4,59572,7.4,37.5,63139,0.3,1.8,100000,0,0,17.3,88.3,0,0,0,0,0.3,1.4,15.9,13.3,67.7,0,0,1.5,7.6,0,0,13.9,6.4,32.3,2.3,11.7,0,0,0,0,0,0,0,0,18.2,92.9,0.8,4.3,7.6,19.6,74.2,56403,0.6,3.3,0.3,1.4,17.5,89.1,1,3.8,76524,"HOLLIDAY ISD"
"'005902101","HOLLIDAY EL",2,3.7,54.1,1,0,12.6,23.3,2,2,1,1,0,41.5,76.7,1,0,2,3.7,75000,0,0,.,4,11,41341,9,24.7,49731,13,35.6,55104,10.5,28.8,61618,0,0,.,0,0,31.5,86.3,0,0,0,0,5.6,15.5,15.7,35.5,97.3,0.2,0.5,2,5.5,0,0,13.9,1,2.7,5,13.7,0,0,0,0,0,0,0,0,28.7,78.6,2,5.5,6.9,36.5,67.5,54146,0,0,0,0,34.5,94.5,3,5.5,66201,"HOLLIDAY ISD"
"'005904001","WINDTHORST H S",0.8,5,16.1,0,0,0,0,2,1,0,0,1,16.1,100,0,1,1,6.2,85000,0.3,1.8,38003,2.4,16.4,41765,1.8,12.3,49056,3.4,23.4,58923,4.8,33,67426,1.9,13.1,63602,0,0,10.7,74.3,0,0,0,0,0,0,16.9,8.1,56.2,0,0,0.8,5.6,0,0,9.7,6.3,43.8,3.7,25.7,0,0,0,0,0,0,0,0,10.6,73.3,0,0,10.2,14.5,89.7,57934,0,0,3.9,26.7,13.7,94.4,0.7,4.1,63343,"WINDTHORST ISD"
"'005904041","WINDTHORST JH",0.2,2.7,7.2,0,0,0,0,0,0,0,0,0,7.2,100,0,1,0,0,.,0.1,2,37981,0.6,8.7,38804,0.3,4.5,46274,4,61.2,56460,1.5,22.7,55796,0.1,0.8,62278,0,0,6.3,97,0,0,0,0,0,0,15.5,3.8,58.2,0,0,0.2,3,0,0,19.1,2.7,41.8,0.2,3,0,0,0,0,0,0,0,0,6,92.8,0,0,8.9,6.5,90.8,53986,0,0,0.5,7.2,6.3,97,0.7,9.2,63343,"WINDTHORST ISD"
"'005904101","WINDTHORST EL",4.9,18.2,26.7,0,0,8.7,32.8,2,2,0,0,0,17.9,67.2,0,1,1,3.8,67570,0.6,3.6,37991,1,6,39505,3.9,23.9,49224,6.3,38.8,54986,4.5,27.7,61202,0,0,.,0,0,16.3,100,0,0,0,0,1.9,12,14.4,15.4,94.4,0,0,0,0,0,0,16.1,0.9,5.6,0,0,0,0,0,0,0,0,0,0,13.3,82.1,1,6,8.9,16.3,61,53796,0,0,0,0,16.3,100,0.7,2.5,63343,"WINDTHORST ISD"
"'006902001","CLAUDE SCHOOLS",2,4.8,41.2,0,0,5.2,12.6,3.5,3.5,0,0,0,36,87.4,1,0,1.6,3.8,76527,1.8,5.6,187,9,28.5,36692,3.2,10.2,43651,8.6,27.1,51788,9,28.5,54548,0,0,.,0,0,25,79.3,0,0,0,0,1.1,3.6,12.3,27.1,85.9,0,0,1,3.2,0,0,10.4,4.4,14.1,4.8,15.1,1.8,5.6,0,0,0,0,0,0,27.1,85.9,1,3.3,6.5,31.5,76.6,44549,0,0,2.3,7.2,30.5,96.8,2.9,7,53006,"CLAUDE ISD"
"'007901001","CHARLOTTE H S",20.1,82.7,24.3,0,0,5,20.6,8,5,0,0,0,19.3,79.4,1,0,0.5,2.1,90500,2,11.2,45344,3.8,21.2,47020,4.2,23.6,68024,4.5,24.9,59692,3.4,19.1,71075,0,0,.,0,0,14.5,81.1,0,0,0,0,0,0,10.7,10.4,57.9,0,0,14.7,82.1,0,0,7.3,7.5,42.1,1.5,8.4,1.9,10.5,0,0,0,0,0,0,13.6,75.9,0.4,2.4,4.4,17.9,73.7,59544,1,5.6,3.9,21.7,2.2,12.3,0.9,3.7,70000,"CHARLOTTE ISD"
"'007901041","CHARLOTTE MIDDLE",12.3,75.8,16.3,0,0,2.8,17,8,5,0,0,0,13.5,83,1,0,0.5,3.1,90500,1.2,11.2,49692,1.2,10.9,54715,1.3,11.8,55134,2.7,24.4,63428,4.6,41.6,57578,0,0,.,0,0,7.1,65,0,0,0,0,0,0,13.6,6.1,55.6,0,0,9.1,82.4,0,0,8.7,4.9,44.4,3.5,31.8,0.4,3.2,0,0,0,0,0,0,10.2,92.4,0.7,6.4,6.1,11,67.6,57526,0,0,0.1,1.1,1.9,17.6,2,12.3,55608,"CHARLOTTE ISD"
"'007901101","CHARLOTTE EL",15.1,54,27.9,0,0,7,25,10,8,0,0,0,20.9,75,1,0,1,3.6,83430,4,21.1,46197,4,21.1,50873,3.1,16.3,50701,3.9,20.4,57209,3,15.8,65568,1,5.3,67228,0,0,14.9,78.9,0,0,1,5.3,2,10.6,10.6,16.9,89,0,0,7.1,37.4,0,0,10.9,2.1,11,3,15.8,1,5.3,0,0,0,0,0,0,16.9,89.4,0,0,5.3,18.9,67.8,54339,0,0,0,0,10.9,57.3,1,3.6,67061,"CHARLOTTE ISD"
"'007902001","JOURDANTON H S",14.2,26.8,53,0,0,7.7,14.4,5,5,4,4,0,45.4,85.6,1,0,3.1,5.8,93837,3.6,9,49143,8,19.9,49162,3,7.5,55866,13.3,33.2,64221,10.5,26.4,75930,1.6,4,77854,0,0,28.5,71.3,0,0,0,0,0,0,13.7,25.8,64.5,0,0,10.2,25.6,0,0,11,14.2,35.5,11.4,28.5,0.1,0.2,2.7,6.7,0,0,0,0,28.2,70.5,1.6,3.9,4.9,39.9,75.4,62869,1,2.5,7.5,18.8,28.7,71.9,2.3,4.4,77757,"JOURDANTON ISD"
"'007902004","THE LARRY BROWN SCHOOL",0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,100,0,0,0,0,.,0,0,.,0,0,.,0,0,.,0.1,33.9,55832,0.3,66.1,68605,0,0,.,0,0,0.4,100,0,0,0,0,0,0,17.7,0.3,60.4,0,0,0,0,0,0,2.4,0.2,39.6,0,0,0,0,0,0,0,0,0,0,0.4,100,0,0,1,0.4,100,64269,0,0,0,0,0.4,100,0,0,.,"JOURDANTON ISD"
"'007902005","ATASCOSA COUNTY JUVENILE JUSTICE CENTER",0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,100,0,0,0,0,.,0,0,.,0,0,.,0,0,.,0.1,30,55832,0.3,70,69420,0,0,.,0,0,0.5,100,0,0,0,0,0,0,16,0.5,100,0,0,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,89,0,0,1,0.5,100,65350,0,0,0.1,11,0.5,100,0,0,.,"JOURDANTON ISD"
"'007902006","JOURDANTON DAEP",0,0,2.1,0,0,0,0,0,0,0,0,0,2.1,100,0,0,0,0,.,0,0,.,0,0,.,0,0,.,0.7,33.9,55832,1.4,66.1,68605,0,0,.,0,0,2.1,100,0,0,0,0,0,0,17.7,1.3,60.4,0,0,0,0,0,0,5.2,0.8,39.6,0,0,0,0,0.1,2.9,0,0,0,0,1.8,85.7,0.1,5.7,1,2.1,100,64269,0,0,0.1,5.7,2.1,100,0,0,.,"JOURDANTON ISD"
"'007902041","JOURDANTON J H",11.8,32,36.8,0,0,6,16.3,8,2,7,5,0,30.8,83.7,1,0,3.5,9.5,89676,4,15.4,54439,6.2,23.8,49677,2.2,8.6,54580,7.7,29.8,63111,4.4,16.9,72591,1.4,5.4,73735,0,0,20.3,78.1,0,0,0,0,1,3.9,11.6,19.5,75.2,0,0,8.8,33.9,0,0,14.5,6.4,24.8,5.7,21.9,0,0,0,0,0,0,0,0,22.7,87.3,2.2,8.3,2.9,26,70.6,60012,0,0,0.1,0.5,17.2,66.1,1.3,3.6,81626,"JOURDANTON ISD"
"'007902101","JOURDANTON EL",17,31.3,54.3,0,0,16.3,30,2,2,9,2,0,38,70,2,0,1.5,2.8,92640,3.2,9.5,42972,5.7,16.6,49360,10.2,30,54173,6,17.6,59622,8,23.4,66269,1,2.9,77421,0,0,26.5,77.6,0.1,0.2,0,0,2.9,8.6,11.8,31.7,92.8,0.3,1,5,14.6,0,0,13.7,2.5,7.2,7.7,22.4,0,0,0,0,0,0,0,0,26.2,76.8,4.6,13.4,5.4,34.2,62.9,56780,0,0,0,0,29.2,85.4,2.3,4.3,83372,"JOURDANTON ISD"
"'007902102","JOURDANTON ECC",8,29.1,27.5,0,0,7.5,27.3,1,1,9,2,0,20,72.7,0,0,1,3.6,87993,2.3,11.9,53308,3.2,16.8,49107,7.5,39.7,53587,5,26.4,62509,1,5.3,68059,0,0,.,0,0,18.8,99,0,0,0,0,4,21.1,8.6,18,95,0,0,6,31.7,0,0,14.8,1,5,0.2,1,0,0,0,0,0,0,0,0,13,68.3,2,10.6,6.3,19,69,55919,0,0,0,0,13,68.3,0,0,.,"JOURDANTON ISD"
